city,model_a,model_b,dm_stat,p_value,mean_loss_diff,better,significant_5pct
hanoi,chronos,nas_gru,-2.1002406072664628,0.03645498010424736,-1.3725116877328782,chronos,True
hanoi,chronos_cov,nas_gru,1.5429019665176502,0.12379863568386444,1.2559071702968425,nas_gru,False
jakarta,seasonal_naive,lgbm_direct,5.781654959993162,1.695011130078251e-08,7.534984349531718,lgbm_direct,True
jakarta,seasonal_naive,chronos,3.112600421289378,0.0020141220929006214,5.992048883438111,chronos,True
jakarta,seasonal_naive,chronos_cov,3.9841699686727705,8.312012224225434e-05,6.377214217492578,chronos_cov,True
jakarta,seasonal_naive,nas_gru,4.910013695652358,1.4256618119864902e-06,7.614824750309899,nas_gru,True
jakarta,lgbm_direct,chronos,-1.5594054575306961,0.11984461585989509,-1.542935466093608,lgbm_direct,False
jakarta,lgbm_direct,chronos_cov,-1.6579058325154272,0.0982725284101413,-1.1577701320391394,lgbm_direct,False
jakarta,lgbm_direct,nas_gru,0.09745911745641717,0.9224200815209498,0.07984040077818054,nas_gru,False
jakarta,chronos,chronos_cov,0.8559970029953458,0.39261127972296295,0.3851653340544684,chronos_cov,False
jakarta,chronos,nas_gru,1.2344656475030753,0.2178946612976015,1.6227758668717884,nas_gru,False
jakarta,chronos_cov,nas_gru,1.1661100899511119,0.24439945339787206,1.23761053281732,nas_gru,False
kampala,seasonal_naive,lgbm_direct,3.0958427942510602,0.002128086604344311,8.243822313562912,lgbm_direct,True
kampala,seasonal_naive,chronos,4.41856961599046,1.343405799541062e-05,7.602538254843945,chronos,True
kampala,seasonal_naive,chronos_cov,3.729315119062315,0.0002253929438913397,7.547057226656459,chronos_cov,True
kampala,seasonal_naive,nas_gru,2.398743802599043,0.016997628883086802,6.325223060739951,nas_gru,True
kampala,lgbm_direct,chronos,-0.35106175742794415,0.7257626915690991,-0.6412840587189683,lgbm_direct,False
kampala,lgbm_direct,chronos_cov,-0.6182392914552564,0.5368377060416755,-0.6967650869064534,lgbm_direct,False
kampala,lgbm_direct,nas_gru,-1.2716039496326854,0.2043959769650947,-1.9185992528229614,lgbm_direct,False
kampala,chronos,chronos_cov,-0.045054695771237885,0.96409055657662,-0.05548102818748494,chronos,False
kampala,chronos,nas_gru,-0.7737579477731624,0.4396196215460143,-1.2773151941039933,chronos,False
kampala,chronos_cov,nas_gru,-0.8527063454084493,0.39443139541136163,-1.2218341659165082,chronos_cov,False
karachi,seasonal_naive,lgbm_direct,3.3062366624386104,0.001048078969360256,3.9195594428226053,lgbm_direct,True
karachi,seasonal_naive,chronos,4.459533256502253,1.1224483894358104e-05,5.070550350915818,chronos,True
karachi,seasonal_naive,chronos_cov,1.6979201769370214,0.09045144804784286,2.1738982341622815,chronos_cov,False
karachi,seasonal_naive,nas_gru,2.46168445435712,0.014331936315187829,2.691784205890837,nas_gru,True
karachi,lgbm_direct,chronos,2.5629890453423103,0.010813861964703549,1.1509909080932126,chronos,True
karachi,lgbm_direct,chronos_cov,-2.839713778408421,0.004791267026197001,-1.7456612086603236,lgbm_direct,True
karachi,lgbm_direct,nas_gru,-1.9153001052868615,0.056305442774853706,-1.2277752369317683,lgbm_direct,False
karachi,chronos,chronos_cov,-4.9947501934136955,9.501296858825482e-07,-2.896652116753536,chronos,True
karachi,chronos,nas_gru,-3.0468864260396766,0.002495913781884874,-2.3787661450249806,chronos,True
karachi,chronos_cov,nas_gru,0.6485428276173429,0.5170782249696435,0.5178859717285553,nas_gru,False
krakow,seasonal_naive,lgbm_direct,4.2486082711825,2.791085809916208e-05,18.657312148821948,lgbm_direct,True
krakow,seasonal_naive,chronos,3.3046533954068678,0.00105382710068172,15.183581593024035,chronos,True
krakow,seasonal_naive,chronos_cov,3.2680888117777998,0.0011950096631067866,16.34657763502012,chronos_cov,True
krakow,seasonal_naive,nas_gru,3.8911476755073293,0.00012037307861543568,17.16962669371297,nas_gru,True
krakow,lgbm_direct,chronos,-1.809108419239715,0.07133047083367086,-3.473730555797909,lgbm_direct,False
krakow,lgbm_direct,chronos_cov,-1.563845435909799,0.11879799561662752,-2.310734513801822,lgbm_direct,False
krakow,lgbm_direct,nas_gru,-1.4337928503259025,0.15256408309219305,-1.4876854551089747,lgbm_direct,False
krakow,chronos,chronos_cov,0.7471935032791768,0.45547088096819266,1.1629960419960863,chronos_cov,False
krakow,chronos,nas_gru,1.1772876056144677,0.23991647639155106,1.9860451006889346,nas_gru,False
krakow,chronos_cov,nas_gru,0.4760386073075094,0.634357171851013,0.8230490586928477,nas_gru,False
lagos,seasonal_naive,lgbm_direct,2.1595788718352447,0.03151448895241278,1.0862301703420871,lgbm_direct,True
lagos,seasonal_naive,chronos,2.6308099086312655,0.008911715878105289,1.3057634631792705,chronos,True
lagos,seasonal_naive,chronos_cov,2.604235995106249,0.009618015526088156,1.096789714833958,chronos_cov,True
lagos,seasonal_naive,nas_gru,-0.4405987142541939,0.6597877074646952,-0.24251731974737994,seasonal_naive,False
lagos,lgbm_direct,chronos,0.7404682649240654,0.459534564366193,0.21953329283718315,chronos,False
lagos,lgbm_direct,chronos_cov,0.03448848007248103,0.9725081686465453,0.010559544491870868,chronos_cov,False
