city,tier,model,n_hours,MAE,RMSE,MASE,nRMSE,RMSE_pct_mean,usd_per_1k
nairobi,scarce,nas_gru,13576,4.361999869346619,6.119131018400295,0.6741227024459194,0.9922135058611234,27.83180248419591,6.618645935911142e-07
nairobi,scarce,chronos,13576,4.114511456754473,5.707195637029191,0.6358747513872555,0.9254184253653124,25.958186093878822,7.076365625733969e-05
nairobi,scarce,chronos_cov,13576,3.89195793192959,5.690141633121217,0.601480347882542,0.9226531286335352,25.880618925124928,2.992926562304395e-05
new_york,rich,seasonal_naive,13421,2.760416666666667,3.9866704988833312,0.6648404878090325,1.2693166034393732,51.65846772601455,6.66173710433887e-10
new_york,rich,lgbm_direct,13421,1.9976702538421025,2.870780275763237,0.4811346352468444,0.9140281520314272,37.19898854583876,2.1478193373106342e-05
new_york,rich,nas_gru,13421,2.681530717346403,3.4257204254985085,0.645840974561384,1.0907156275003462,44.38979045008416,3.198124876588635e-07
new_york,rich,chronos,13421,1.8584480977720683,2.7683997241679763,0.4476032748282748,0.8814311932294531,35.872362123655954,2.242525347355695e-05
new_york,rich,chronos_cov,13421,2.1681477571807104,2.913896988244616,0.5221937796320905,0.9277560884268894,37.75768616100285,4.023739756727688e-05
paris,rich,seasonal_naive,4457,6.185823754789272,8.468235019646167,1.3106245885882364,1.3154876795750687,95.39807102124377,4.5552702364080614e-10
paris,rich,lgbm_direct,4457,4.272489232901896,5.886393388610129,0.9052358529911714,0.9144146285364094,66.31258736239849,1.973987482381711e-05
paris,rich,nas_gru,4457,4.963513390223186,6.684347641468166,1.0516469516249702,1.0383718623713225,75.30186273197074,5.712291587971978e-07
paris,rich,chronos,4457,5.263000889619192,7.090309409422506,1.1151010195458857,1.1014354999396572,79.87518521078357,2.877919965107544e-05
paris,rich,chronos_cov,4457,6.221720289742732,8.277684002063765,1.3182301853882905,1.2858867632827602,93.25143722254506,3.21932430607477e-05
santiago,rich,seasonal_naive,16288,4.587291666666666,5.838171135449022,0.4141582196566867,1.2063023777465218,51.19175786297209,4.871244864598676e-10
santiago,rich,lgbm_direct,16288,3.5125899972208185,4.5254528940701,0.3171300465160875,0.9350641596217574,39.68124321790802,2.2874103355846917e-05
santiago,rich,nas_gru,16288,4.167227420541975,5.056464134568554,0.3762332144557754,1.0447834719135762,44.33739292908338,1.14018578036242e-06
santiago,rich,chronos,16288,3.547773450613022,4.689142458834504,0.3203065431239165,0.9688862430459024,41.11654827658204,5.324467361181935e-05
santiago,rich,chronos_cov,16288,3.897581240968366,5.138951544930246,0.3518885270488415,1.061827295560553,45.06068031480928,4.027095138755814e-05
seoul,rich,seasonal_naive,19827,6.929861111111112,8.446152513656774,0.7583229567409318,1.7275733058250289,75.92047203286988,5.555856559011671e-10
seoul,rich,lgbm_direct,19827,3.1910869260049397,4.12956850007231,0.349195234095738,0.8446606065620396,37.11971685458256,1.9573860388559464e-05
seoul,rich,nas_gru,19827,3.454786909951104,4.42342660886265,0.3780514764233031,0.9047662491757114,39.76113805719236,5.302499984180838e-07
seoul,rich,chronos,19827,2.992971075905694,3.761233485538585,0.3275157523838146,0.7693214817143356,33.80884031944796,2.8238279510333088e-05
seoul,rich,chronos_cov,19827,3.196507641949351,4.011407744702331,0.3497884138545687,0.8204920438415308,36.05759770518949,3.704348958813676e-05
sydney,rich,seasonal_naive,7277,2.761647435897436,3.500728375302035,0.5162561607499785,1.463574146553644,73.15805011584754,5.503178794309927e-10
sydney,rich,lgbm_direct,7277,2.4481170748844527,3.10252491554122,0.4576455001887696,1.297094423966238,64.8364137184015,2.319804861262701e-05
sydney,rich,nas_gru,7277,2.002622584442807,2.459187752906468,0.3743657620581368,1.0281299292078685,51.39198520533251,6.962326349619414e-07
sydney,rich,chronos,7277,2.053726840291268,2.443389908319949,0.3839190767135021,1.0215252131518542,51.06184262296686,5.67033055560589e-05
sydney,rich,chronos_cov,7277,2.6936891818628883,3.3055557308373795,0.5035521975781747,1.381976945648752,69.0793417516901,3.503289757948853e-05
toronto,rich,seasonal_naive,13518,3.3406001984126985,3.965538146804419,0.6855244137731471,1.6652114956024993,67.4486925309123,6.319446583802344e-10
toronto,rich,lgbm_direct,13518,2.6538860568335534,3.201389221684115,0.5446038362196114,1.3443295554078178,54.451504257789765,2.1901317043826836e-05
toronto,rich,nas_gru,13518,2.2988304479254618,2.848622504621704,0.4717428909711379,1.196195513880149,48.451397096178994,4.16086804762017e-07
toronto,rich,chronos,13518,2.1472724318188963,2.86767569550439,0.4406416774247095,1.2041963428499385,48.77546731464723,2.913458332841401e-05
toronto,rich,chronos_cov,13518,2.444785452341304,3.018830447294256,0.5016943107450363,1.2676693497855192,51.34641481297775,3.548518749489125e-05
vienna,rich,seasonal_naive,6241,2.7678472222222226,3.722969269716871,0.5285181237739764,3.9780098726801647,84.62562644955122,4.713257550503367e-10
vienna,rich,lgbm_direct,6241,0.8036489333429816,0.9880901044051964,0.1534560950522321,1.055778843621873,22.459960858138174,2.151722120859429e-05
vienna,rich,nas_gru,6241,1.069861799566834,1.3167422603537304,0.204289220324284,1.406945191320551,29.93044814025732,8.590312477786534e-07
vienna,rich,chronos,6241,0.8717501613828872,1.0639169111194142,0.1664599678749008,1.1368001370761451,24.18355580479959,5.7606317701962926e-05
vienna,rich,chronos_cov,6241,1.063186601041745,1.327851699677946,0.2030145967207939,1.4188156785875683,30.182973260451643,2.9991609366738385e-05
